username,clientes
https://www.instagram.com/atendimento_24h_c6bank/,c6 bank
https://www.docsity.com/pt/esquematizado-para-o-ifood/7743140/,ifood
https://ifood.beneficioflexivel.com/,ifood
http://iframe.campfiredocs-pr-1166.campfire.design/,desconhecido
https://devolucaocorrespondec6.webnode.com/,c6 bank
lojasamericanassaogoncalo,americanas
santander.portalfinanciamentocfi.com,santander
webmail.saudebradescoonline.com.br,bradesco
yellowsolucoes,desconhecido
entregastaubate,desconhecido
elimarseguros,desconhecido
jusbrasil123,jusbrasil
*.pontos-livelo.shop,livelo
https://www.instagram.com/c6bank.sac_online/,c6 bank
medcel.unicamp,desconhecido
bancobmg.becon.com.br,bmg
https://maplutao305.kpages.online/nova-pagina-402f1176-f0bc-4e84-9dd8-15d4412ebc51?gclid=EAIaIQobChMI0Zvk0aL5_AIVFsCGCh12rwTLEAAYASAAEgJ3S_D_BwE,desconhecido
https://atendimentovworiginal.negocio.site/,banco volkswagen
mercadopagoo50,mercado livre
https://www.instagram.com/c6bank_sac018/,c6 bank
consorciobbmais,banco do brasil
https://www.facebook.com/pages/Btg-Pactual/1390397434516059,btg pactual
c6bank.finanzaconsignado.net.br,c6 bank
https://www.instagram.com/descontosifoodoficial/,ifood
https://movidaseminovos.sv3.flychats.com.br/?url=users/login/,movida
kecia_santander,santander
bintus_cuisine1,desconhecido
www.inesemprestimos.com,desconhecido
quintoandar.digite.app,quinto andar
http://tr.villeesthetique.com/,desconhecido
https://www.instagram.com/c6_suporte.on/,c6 bank
http://www.facebook.com/pages/Movida-Aluguel-de-Carr/480158615743519,movida
sni.cloudflaressl.com,desconhecido
atendente_digital_htl,desconhecido
*.cliente-livelo.me,livelo
elena.skinceuticals,skinceuticals
c6_julia3_,c6 bank
cartaodecredito_mercado_online,mercado livre
bradesco-api.bonuz.io,bradesco
crzupan_10,banco pan
aumentodelimitenubank.com,nubank
c6_julia3_,c6 bank
acesor.23,desconhecido
correspondente_bancodobrasil,banco do brasil
bancosantander.es-online-secure.com,santander
www.mercadopago.mbsites.com.br,mercado livre
rodobensconsorcio.direto,rodobens
www.otimaconsorciovolkswagen.com.br,banco volkswagen
*.amedigitalverao.com,ame digital
*.resgate-brades.co.ua,bradesco
incobel_ambev,ambev
direcionalbancopan.ambientedev.inf.br,banco pan
kopenhagen_dracena,kopenhagen
emprestimo_pan_s.a,banco pan
lancome.cosmetics,desconhecido
sercomtelfibraoptica.com.br,desconhecido
https://www.instagram.com/c6bank_suporte009990/,c6 bank
hapvidafeira.com.br,desconhecido
americanas.bloxburg,americanas
https://www.instagram.com/supporte_original/,banco original
americanasnet.com,americanas
magasin.kgs.lancome,desconhecido
https://ib-contasimplesweb.com/simples/account/,conta simples
http://bancooriginal.ml/,banco original
simular.consigcredfgts.com.br,desconhecido
helpbmgvalenca,bmg
app12.bradesco.premicienvios.com.br,bradesco
www.tiktok.com/@petrobrass13,petrobras
https://www.instagram.com/hospitalsiriolibanes/,sírio-libanês
*.mikeshardglobal.com,desconhecido
experiencianubankauto.com.br,nubank
https://apkcombo.com/vamos-checklist/br.com.grupovamos.vamoschecklist/,desconhecido
https://www.instagram.com/c6bank_suporte_00/,c6 bank
https://www.investb3.com/bolsa/entrar.php,b3
www.amilsejacliente.exodosaude.com.br,desconhecido
bradescosegurosmcz,bradesco
viajanet8,viajanet
americanass-br.com,americanas
bvfinancasboletoltda.online,bv financeira
https://www.facebook.com/luigi.santana.94,desconhecido
https://instagram.com/meliuz.credito,meliuz
*.rasgate-brades.com,bradesco
hospital._rp,sírio-libanês
https://www.instagram.com/ifood.teofilootoni/,ifood
newsletter.bradesco.mcas.ms,bradesco
https://www.instagram.com/lafaete_c6pay/,c6 bank
https://instagram.com/c6golpe,c6 bank
bv_finaceiras,bv financeira
mlops.provu.datarisk.net,provu
https://www.instagram.com/tadeuferdiniz/,c6 bank
www.dev.financiamentosantander.com,santander
https://apkstellar.com/shell-box/,shell
https://www.instagram.com/luces_costa/,desconhecido
alertabradesco.com,bradesco
rosangelanunes.agenteoriginal,banco original
netnetempresa.com,bradesco
22498155723,desconhecido
sni.cloudflaressl.com,desconhecido
https://www.apkmonk.com/app/br.lgfelicio/,desconhecido
*.atendimentobb.us,banco do brasil
bradescosaudeconvenios.com.br,bradesco
https://instagram.com/suporte____ifoodbrasil_,ifood
atendimentobcvw.com,desconhecido
ame_cashback,ame digital
*.dekongestiva.de,desconhecido
https://instagram.com/lucronoifood,ifood
https://www.instagram.com/suporte_c6bank9745/,c6 bank
http://auth.muabannhanhxemay.com/,desconhecido
roraima_assessoria_bv,bv financeira
https://c6bank1.page.link/hakf,c6 bank
https://twitter.com/BRB_Flamengo,brb
vector.crypto,vector crypto
https://bv-financiamento.webnode.page/,bv financeira
banco.bvs.a,bv financeira
bradescof,bradesco
mouradubeuxportatianaa,grupo moura
suporte_ao.cliente_pan,banco pan
https://www.instagram.com/c6bank_sac26/,c6 bank
contratar_emprestimos.oficial,desconhecido
https://instagram.com/rodobenssegurosjoinville,rodobens
https://apkfun.com/Moura-Facil-Revendas.html,grupo moura
ne12emprebradesc0.com,bradesco
*.vendermercadolivre.com.br,mercado livre
dinheiroimediato23,desconhecido
promocao_ame.digital,ame digital
http://el.iknowthisgirl.co.uk/,desconhecido
representebens,rodobens
http://cpcalendars.jian.tblog.o2switch.site/,desconhecido
despegar.italia,desconhecido
http://counselingservice.net/,desconhecido
santander.tramites-online.info,santander
https://github.com/sbrbme/Codes/,brb
mercadolivre__shopi,mercado livre
btgpactualcorporate.com,btg pactual
http://topvirk.com/,desconhecido
dalanisemery,desconhecido
www.sac.bradesco-app.net,bradesco
protecaobradesconetempresa.digital,bradesco
santanderpj.com,santander
http://www.lorraine-vallentyne.studiosnap.co.uk/,desconhecido
escola.zilda.dias,desconhecido
crisreisvw,desconhecido
bradesco7106.zendesk.com,bradesco
cp.intermediumconsig.com.br,desconhecido
https://sites.google.com/view/acessoclientevs/p%C3%A1gina-inicial,desconhecido
*.agenciamaisbb.com.br,banco do brasil
https://www.instagram.com/fabricio_goncalvez_1/,desconhecido
banco_de_digitau_e_original537,banco original
bancosantanders.org,santander
*.bancobrasil-livelo.site,banco do brasil
cadastrobradesco.online,bradesco
servicostigonline.com,desconhecido
mercadolivredigital.net.br,mercado livre
assessoriaymore.com,santander
bvbancobv,bv financeira
tribunal.regional_,desconhecido
cieloexecutivogyn,cielo
pontualivelobb.com,banco do brasil
banco_panmp,banco pan
safradigital.com,safra
bradescosaudespon.com.br,bradesco
lojaoamericanas.com,americanas
https://www.data.ai/en/apps/google-play/app/com.devbbseg.bbsegurosdigital/,banco do brasil
central_de_atendimento_pan,banco pan
https://www.tiktok.com/@btg15digital2/,btg pactual
https://www.instagram.com/ifoodentregadorfortaleza/,ifood
gerenciadorfinanceiro-bancodobrasil.com,banco do brasil
*.santanderareaclients.site,santander
tiagorodobens,rodobens
bvassessoriaoficial,bv financeira
contatopanboleto.com,banco pan
eoliveirab,desconhecido
https://cseisemprestimosconsig.yolasite.com/,c6 bank
bradescosac-primecontato.info.gf,bradesco
gusttavo_ittalo,desconhecido
santander-web.xyz,santander
https://www.instagram.com/c6bank__suporrte/,c6 bank
santander.origamixp.com,santander
https://www.instagram.com/banco.neon_atendiment/,neon
avisosafrass.site,safra
https://viperleiloes.com/,desconhecido
https://erdroid.com/pt/sicoob-moob/br.com.sicoob.moob,sicoob
santander-brasil.com,santander
contafacilsantander,santander
suaofertaame2022.com,ame digital
cartao.bradesclubes.com,bradesco
mail.renovaconsig.com.br,desconhecido
shoppingamericanas.com,americanas
https://www.tiktok.com/@bancobv28/?﻿,bv financeira
https://www.wwwsafracessoconfirmacao.cf/login/index.php,safra
renegociarboletopan.com,banco pan
anasaudebradesco,bradesco
c6_investimento,c6 bank
netclaro-documentos.com.br,claro
postot4,desconhecido
http://minio.ref.gcp.gnrg-osdu.projects.epam.com/,desconhecido
concursodobb,banco do brasil
https://www.instagram.com/hospital_albert_einstein_avk/,einstein
infobradescompletochip.brazilsouth.cloudapp.azure.com,bradesco
https://www.instagram.com/banco.bv.brasil/,bv financeira
https://ib-contasimples-acessocentral.com/,conta simples
brades.canais-digita1s.dns.army,bradesco
danielnhaddadd,desconhecido
https://instagram.com/_cupomdoifood_,ifood
americanas.ibituruna,americanas
https://www.instagram.com/ifoodshop24/,ifood
https://apkcombo.com/pt/trizy-o-app-que-conhece-o-caminhoneiro/br.kmm.sinergia/,sinergia
https://www.instagram.com/c6bankrouba/,c6 bank
lojasamericanassaogoncalo,americanas
consorcios.alanadepinho,desconhecido
bancobv_felipe,bv financeira
https://www.instagram.com/ifood_suporte_tecnico/,ifood
gmo.obbi.me,desconhecido
medcelufpec,desconhecido
https://www.instagram.com/__agentehudson_/,desconhecido
rumolog02.kmm.com.br,desconhecido
https://github.com/LuizRubioliCosta/clone-ifood,ifood
vemdecuponzinho,desconhecido
suporte.bancopan.oficial_,banco pan
americanas44.com,americanas
https://www.instagram.com/ifood.sac_suporte/,ifood
bb.suporteaocliiente.com,banco do brasil
https://www.instagram.com/_timeneon_sac.sspu/,neon
*.particularbancosantander.com,santander
c6maite,c6 bank
safrapay_ba,safra
sac.original.marcos,banco original
https://c6consigtag.com/,c6 bank
banco-bradesco.centralclubeliveloresgatedisponivel.com,bradesco
https://www.instagram.com/entregadores_ifoodsinop2/,ifood
bancosantander-control.com,santander
https://sites.google.com/view/volksfiname/in%C3%ADcio,banco volkswagen
seusprodutoamericanasblack.com,americanas
https://www.instagram.com/time.neonsac/,neon
bbpconsignment.com,desconhecido
minhabvfinanceiradigital.com,bv financeira
revistadrogariasaopaulo.com.br,dpsp
https://portalatendimentoboleto.com/,desconhecido
bancodobradesco.pauloklemba.com,bradesco
invest_with_andre_portilho,desconhecido
http://www.suncitywestfloorplans.towncryers.com/,desconhecido
entregastaubate,desconhecido
bradesco.12netempresa.net,bradesco
jhonatanfagnernoronha,desconhecido
originalassessoria.com,banco original
https://operador-simplesentreconta.com/,conta simples
http://safragroup.xyz/,safra
paulo.credenciado,desconhecido
https://www.instagram.com/sac__c6bank24h/,c6 bank
https://www.instagram.com/c6bank.sac_ajuda/,c6 bank
www.c6.emprestimorapido.online,c6 bank
americanasplazaitu,americanas
https://www.instagram.com/c6bank_sac33/,c6 bank
https://ibcontasimples.online/,conta simples
meliuz2023,meliuz
tauanybarbosac6banck,c6 bank
https://www.linkedin.com/in/banco-fibra-04bb7127/,banco fibra
fgts.rbscredi.com.br,desconhecido
bancooriginalbrl,banco original
https://www.instagram.com/micaelifood/,ifood
https://apkpure.com/br/treinamentos-shell/com.raizen.treinamentosshell,raizen
bblivelo.site,banco do brasil
will_suporte_,will bank
*.bradesco-app.su,bradesco
http://webmail.jian.tblog.o2switch.site/,desconhecido
http://www.isabellaanton2023.com/,desconhecido
pixitaujuridico.com,desconhecido
https://www.instagram.com/c6_.__suporte/,c6 bank
geh.sky22,desconhecido
appamericanas_,americanas
https://www.instagram.com/timeneonsacvirtual/,neon
https://apkpure.com/br/corretor-quintoandar/br.com.quintoandar.visitas/download/600800-APK,quinto andar
lafinanceiraquitacao.com,bv financeira
viajanet8,viajanet
https://www.instagram.com/ifood_brasil_suporte55/,ifood
https://m.memuplay.com/download-com.raizen.acelera-apk.html,raizen
quinto.andar_,quinto andar
https://linktr.ee/atendimentov.w?utm_source=linktree_profile_share&ltsid=f14ecc3f-87da-4e20-b315-c71a09c413ae,desconhecido
_.quinto.andar_,quinto andar
emprestimo.agora_facilitado,desconhecido
https://www.instagram.com/isacsantosnovaes/,desconhecido
https://m.memuplay.com/download-br.com.meupag-apk.html,desconhecido
cotacao.consorciocarrovolkswagen.com.br,banco volkswagen
https://apkdom.com/hl-pt/apk/1441643-inter-cart-o-de-cr-dito-e-pix-apk-11.4.3/,banco inter
melissa_banco_original,banco original
http://webmail.i-duo.netsons.org/,desconhecido
assessoria_paschalloto_bv_,bv financeira
banco_bradesco06,bradesco
rodobensmarcelopinnocascavel,rodobens
https://apkpure.com/br/chocolates-brasil-cacau/com.br.chocolatesbrasilcacau/download/100012-APK,brasil cacau
glaide_nunes_rodobens,rodobens
http://51.222.177.15/config.json,c6 bank
https://mv9126998.kpages.online/nova-pagina-fb500e23-c45d-42bb-b8fa-10cf345c94f1,desconhecido
panassessoria.com,banco pan
https://www.instagram.com/c6bank_suporte5645/,c6 bank
appresgatebb.com,banco do brasil
*.livelo.bradescochat.com,bradesco
agent_eoriginal,banco original
contratar_emprestimos_agora,desconhecido
bradescoempresa.online,bradesco
kopenhagen_caraguatatuba,kopenhagen
www.atendapessoal.com,desconhecido
https://www.instagram.com/rodobens_mg/,rodobens
www.tiktok.com/@petrobras4,petrobras
rodobensconsorcio.facil,rodobens
*.bing.com.office.proxy-reverso.bradesco.myshn.net,bradesco
https://www.instagram.com/suporte_c6bankatendimento/,c6 bank
https://www.instagram.com/drsergio.fernandes__/,desconhecido
wap2bradescompletoz.norwayeast.cloudapp.azure.com,bradesco
https://apksos.com/app/br.com.rodobens.pecas,rodobens
www.n2brdesconetempresaspj.com,bradesco
amedigitaloferta.com,ame digital
emprestimo.pan,banco pan
bradesco.acessoacontapix.digital,bradesco
mila.bohn,desconhecido
safrafinanceiro.com,safra
santander_abreconta,santander
*.app-bancosantander.gq,santander
cupomappl1251divulga,desconhecido
https://credixconsignados.com.br/,c6 bank
marcos.caveirao,desconhecido
mercadopago.maquinapoint.com,mercado livre
https://www.facebook.com/Investimentocaseiro/,desconhecido
assessoriaon-line.com,desconhecido
jccarlosjr,desconhecido
lucasvlviana,desconhecido
https://www.instagram.com/atendimento_banconeon/,neon
brasilfedecovid,desconhecido
http://pcclean.co.za/,desconhecido
raisenbuilds.com,raizen
bancooriginalcreditopessoal.com,banco original
dermaclub_angola,dermaclub
backend.bradescoamerican.com,bradesco
https://appchive.net/apk/br.lgfelicio/fretebras-checkin/33?hl=en,fretebras
https://www.instagram.com/robo.pix.b3/,b3
poupeximoveis.com.br,poupex
gruposafrassessoria.com,safra
danielcastilhooo,desconhecido
real.valor_miranda,desconhecido
bancosantanderlogin.com,santander
vokswagemdescontoquitacao.com,banco volkswagen
banco_pan.oficializado,banco pan
https://www.instagram.com/c6bank__suportes/,c6 bank
https://c6bank.agenciadiffe.com.br/,c6 bank
nuinvest2023_,nubank
viacredemprestimos.com.br,desconhecido
https://instagram.com/ifood7_,ifood
webmail.bradescoseguros.rio.br,bradesco
ag1791bradesco.com,bradesco
http://alpinelodgeatsunriver.com/,desconhecido
corretorabancobmg,bmg
mercadolivresofertas.online,mercado livre
bancodobrasil04.editaldeintimacaoemjuizo.pics,banco do brasil
https://github.com/maurodesouza/bancointer,banco inter
*.wayboletodigital.com,desconhecido
4645413438,desconhecido
https://www.instagram.com/c6bank_sac__6/,c6 bank
https://www.instagram.com/cupons__ifood/,ifood
willcastroalves1,will bank
vai.zippi_,desconhecido
www.santandertest3.bankonline.com,santander
rgvendasmercadopago,mercado livre
bblivelo.top,banco do brasil
medcelrevalidabrasil,desconhecido
solicitar_emprestimos.emconta,desconhecido
bv.fiinanceira,bv financeira
pamella.c6bank,c6 bank
*.mercadolibrefz.tk,mercado livre
*.clicknubank.com,nubank
https://www.instagram.com/bssolucoesempresariais/,c6 bank
banco_bradesco05,bradesco
demo10.amedigital.vn,ame digital
*.aaps-nubankss.site,nubank
*.bancodobradesco.com,bradesco
boletobvsolucao.com,bv financeira
www.contasimples-acesso-io.com,conta simples
*.acesseoseunetempresa-01.com,bradesco
gobradescopontos.com,bradesco
atendimentonubank.com,nubank
helpbmg.ipiranga,bmg
www.empresabradesconet.com,bradesco
mercadolivreparaguay.com,mercado livre
https://www.instagram.com/shell.luro/,shell
orionhospitalar,sírio-libanês
https://www.tiktok.com/@c6nubank/,c6 bank
quintoandarimovelsp,quinto andar
petrobrasinvestment@gmail.com,petrobras
americanasmegaoferta.com,americanas
www.santander.clientesvirtuales-esp.com,santander
ambev.gauge.com.br,ambev
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.31062924.html,shell
contasimples.link,conta simples
https://instagram.com/emprestimosinter,banco inter
bella_zuppo_,zup
https://www.instagram.com/c6payudi/,c6 bank
https://www.instagram.com/vagasempregospetrobras/,petrobras
*.americanaslojasbr.com,americanas
ne12bradnetempresabribpj.site,bradesco
a1bradesco.enviodeboleto.com.br,bradesco
bradescnel2brcompany.com,bradesco
*.bblivelopontua.info,banco do brasil
promocao.valparaiso,desconhecido
https://www.instagram.com/suportec6.2021/,c6 bank
https://www.facebook.com/AgenteBancoOriginall,banco original
https://saquefgts.com.br/c6-bank-vantagens-e-beneficios-no-emprestimo-fgts/,c6 bank
https://www.tiktok.com/@votorantimbanco/?﻿,votorantim
medcelararas,desconhecido
8518360474,desconhecido
https://github.com/Ricardo3110/r.net-update/blob/eb4551e0a94b741dba1342ec341fa7600132603c/ok,c6 bank
www.consultoratend.online,desconhecido
https://github.com/SystemOFC/Sms/blob/2918308b8e807635d395ddb61f28dd0276fd4b07/config.txt,c6 bank
https://www.instagram.com/c6.tim/,c6 bank
*.bradesco-fidelidade-pontos-livelo.com,bradesco
genial__investimentos_s.a,banco genial
www.clientesappbradesco.com,bradesco
maquininhas_mercadopago_ofc,mercado livre
banco.bradesco.cliente-vip.com,bradesco
americanass-br.com,americanas
ib12bradessco.online,bradesco
https://www.tiktok.com/@c6bank7/,c6 bank
https://twitter.com/cupom9_cupom,desconhecido
https://apkdownload.com/down_Meliuz-Cashback-Cartao-de-Credito-e-Cupons/br.com.meliuz.31262157.html,meliuz
*.americanios.com,americanas
urielshark_2,desconhecido
contrate_emprestimos_ja,desconhecido
https://www.instagram.com/rosa_agenteoriginal/,banco original
https://www.tiktok.com/@c6bankconceicao/,c6 bank
*.lucrandocomvendasnoifood.com.br,ifood
bbfidelidadepontos.net,banco do brasil
santander-pt.in,santander
tropa.do.raul1,desconhecido
bradesco-log.online,bradesco
alessapanic,desconhecido
www.webmail-btgpactual.com,btg pactual
mercadopago_suasvendas,mercado livre
drogariasaopaulomarechal,dpsp
https://www.praticquiteveicular.website/,desconhecido
https://acesso-bank.br.aptoide.com/app,desconhecido
*.banklyday.com.br,desconhecido
americanassertaozinho,americanas
https://apkfun.com/down_BEES-Ecuador.34845669.html,bees
minhavokswagenquitacao.com,banco volkswagen
*.inovaemprestimos.com.br,innova
marciobancopan,banco pan
wwwss.shopinvest.com.br,desconhecido
https://www.instagram.com/borabill2075/,desconhecido
bradesco.atendimento.cadastrocliente.site,bradesco
*.intercomunicabancointer.com.bz,banco inter
http://imperva.com/,desconhecido
santander-verificacion.com,santander
bmgnextgen.com,bmg
www.resgaste-pontosbb.com,banco do brasil
http://www.jstlt.cn/,desconhecido
bancodobrasil.info,banco do brasil
vitacocoashliv,vitacoco
https://suportetecnicoc6bank.webnode.com/,c6 bank
c6ofi_cial,c6 bank
https://apksoul.net/quintoandar-benvi-app/,quinto andar
http://deploy-delete-app-us-east-1-0.deploy-delete-test-us-east-1-yzwkulj.gamma.forgeapps.ec2.aws.dev/,desconhecido
santanderconsumer.jedzdlazdrowia.pl,santander
bbmobiledigital.online,banco do brasil
*.gam3s.com,desconhecido
bancosantander4982.zendesk.com,santander
www.bradescoimobiliario.bradesco.com.br,bradesco
bancosantander.asia,santander
www25.portalsapp.bradesco.com.br,bradesco
quintoandarweb.com.br,quinto andar
pontossmilebradesco.com,bradesco
c6gabrielly,c6 bank
https://comovendernoifood.com/,ifood
www.particulares-bancosantanderbc.duckdns.org,santander
medcelfmusp,desconhecido
lojas_americanas_s.a,americanas
bbpontospravccliente.com,banco do brasil
http://docs.consolinno.de/,desconhecido
https://github.com/shweta2727/Mortgage1/blob/674c11be29d5937cc6be6593b9fc33e0350521cf/projects/santander-app/src/app/component/login/login.component.html,santander
https://www.instagram.com/cuponss_ifood/,ifood
suporte_c6bank__24h_,c6 bank
https://www.instagram.com/consultoriac6/,c6 bank
http://autodiscover.castle-lion.com/,desconhecido
http://www.wintechaero.co.id.3ttoursindonesia.com/,desconhecido
lasa181.cupons,desconhecido
contasimples-acesso-siteoficial-io.com,conta simples
https://sites.google.com/view/volkswagenparcela/in%C3%ADcio,banco volkswagen
https://www.apkmirror.com/?post_type=app_release&searchtype=dev&s=banco+original,banco original
atualizabradesco.site,bradesco
sni.cloudflaressl.com,desconhecido
https://www.instagram.com/ifoodnewsbrasil/,ifood
liveloclube.com,livelo
maisbb_facilit,banco do brasil
www.americanas.cc,americanas
*.urgentesantander.tk,santander
*.lbcontasimples.cf,conta simples
bradescosaude.plano,bradesco
ne12bradscontempresanet.store,bradesco
mercado_livre_ss,mercado livre
maisbb.aquidauanams,banco do brasil
https://apkgk.com/com.MenuDino.KopenhagenBlumenau,kopenhagen
https://www.instagram.com/neon_ajuda.online_sac/,neon
saudeempresarialbradesco.com.br,bradesco
despegar.italia,desconhecido
bradesco.chaveseg.com,bradesco
bradescopontospromo.com,bradesco
carlos_jusbrasil,jusbrasil
mrcsvg,desconhecido
atendente_de_banco_456,desconhecido
https://www.tiktok.com/tag/bancointerfc,banco inter
fatura-livre2.com,desconhecido
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.35819509.html,shell
sni.cloudflaressl.com,desconhecido
quintoandarbh,quinto andar
https://www.instagram.com/elienaicallebehotmail.com_/,c6 bank
bancoaymore.com,santander
https://resolveconsig.com/c6/index.html,c6 bank
sac_atendimento_pan,banco pan
www.mercadolivre55.com,mercado livre
http://linklist.bio/Volkswagen?gclid=EAIaIQobChMIgqnL8IC79gIVidCyCh1ikwXIEAAYASAAEgJ4GvD_BwE,banco volkswagen
contasimples-login-br.ml,conta simples
santanderbank.moreplextv.site,santander
https://www.instagram.com/neon_sac.ajuda.online/,neon
https://sites.google.com/view/netwat/in%C3%ADcio,desconhecido
*.ofertabblivelo.info,banco do brasil
cargofrete.com,desconhecido
drogariasaopaulo_cidadesumare,dpsp
raizenenergia.com,raizen
https://apkdownloadforwindows.com/app/br.com.comgas.gnv/,comgas
alessandro_quintoandar,quinto andar
americanas.bloxburg,americanas
www.bvfinanceiratendimento.com,bv financeira
www.contasimples-io-acesso.com,conta simples
https://twitter.com/ComproIfood/,ifood
https://www.instagram.com/c6banksacoficialsuporte/,c6 bank
luxury_hair_closet,desconhecido
http://drjoey.com/,desconhecido
mais_bb_2000,banco do brasil
bbcleasing.kittou.com.br,banco do brasil
https://www.instagram.com/ifood.brasill/,ifood
bradescoteresinashopping,bradesco
http://20.206.82.250/,desconhecido
bradesco.pjcomponente.app,bradesco
2022emprestimo,desconhecido
ww7.secure1-bancosantander.com,santander
xn--leilobradescooficial-syb.com,bradesco
https://www.instagram.com/bvemprestimos/,bv financeira
ame_digital_americannas,ame digital
https://www.instagram.com/bankc6oficial/,c6 bank
bradesco.atendimentohelpcomvc.ml,bradesco
willbankinterno.com.br,will bank
bb-digital.platforma-inicio.com,banco do brasil
beatriz_skinceuticals,skinceuticals
https://www.instagram.com/ospitalalbertoeinstein/,einstein
www.pontosbradescosmile.com,bradesco
*.appsdh-ocp.grupofleury.com.br,desconhecido
suporte_will._,will bank
suportepan_marialucia1,banco pan
https://www.instagram.com/atendimentos_neon_ajudas/,neon
americanasparkshop,americanas
fundao-bradesco.pratiqueesporteexperience.com.br,bradesco
bradesco-acesso-brades.com.ua,bradesco
portodoacubreja,porto do acu
https://docero.com.br/doc/vs5evv5,desconhecido
brunomaciel.ecom,desconhecido
americanasofertas123.com,americanas
quintoandar_parceiroo,quinto andar
retireaquiseuspontoslivelo.info,livelo
consultorsafrapay2,safra
_ercadopagobr,mercado livre
https://apkamp.com/fa/com.c6bank.app,c6 bank
emprestimosmaisbbhtl,banco do brasil
aymorefinanciamentosfinanciame,santander
https://github.com/wanderson450/wfnet/blob/a44e36a8b4c7a462b2842809dbf00f85afd13d46/UrlUpdate,c6 bank
www.consultoratend.online,desconhecido
lifeatvtex,vtex
aymreferencia.com,santander
https://instagram.com/atendimentobancooriginal.157,banco original
semantixcorp,semantix
suporte__c6bank24h__,c6 bank
https://www.instagram.com/btgdigital/,btg pactual
http://messagerie.jacob.butmmi.o2switch.site/,desconhecido
tivitbetofficial,desconhecido
kauanyvitoriarodobens,rodobens
eletrobytte,desconhecido
sni.cloudflaressl.com,desconhecido
cupomdescontoamericanasburitis,americanas
https://volkswagenonline.weebly.com/,banco volkswagen
concursobbescriturario,banco do brasil
https://instagram.com/hospitalalberteinsteinblox,einstein
https://www.instagram.com/sac.neon.y/,neon
http://www.castle-lion.zcu.ply.mybluehost.me/,desconhecido
www.bradesco.contafacilonline.digital,bradesco
atendimentoc6bank_online__,c6 bank
bradesco.ativacao.chat,bradesco
https://www.instagram.com/c6bank_suporte_ofc_/,c6 bank
https://opencredemprestimospatosdeminas.com/,c6 bank
https://www.instagram.com/agente_original_camila_sanches/,banco original
americanascomprasegura.com,americanas
cotacao.planosaudebradescoempresas.com.br,bradesco
https://www.distribuidoradebebidasbeesbev.com/,bees
https://www.instagram.com/c6bank_suporte093/,c6 bank
bancosantander-espanha.eastus.cloudapp.azure.com,santander
https://www.instagram.com/suporteifood05/,ifood
medcelpicos,desconhecido
clarissesuporte,desconhecido
ifoodmarica,ifood
*.livelosnotifica.me,livelo
www.distribuibees.shop,bees
club14-bradescoelivelo.brazilsouth.cloudapp.azure.com,bradesco
https://instagram.com/ifood_cupom15,ifood
americanasedu.com,americanas
https://pt.scribd.com/document/371717185/Anestesia-e-Sedacao-Na-SBIBAE,desconhecido
investimento_imediato_inter,banco inter
bradesco.iniciarchat.chat,bradesco
https://instagram.com/andreia.oliveiraifood,ifood
andressasoaresoriginn,banco original
mouracredd,grupo moura
https://mercedesbemconsorcio.com/parceiro/Paginas/,desconhecido
*.pontos-livelobb.site,banco do brasil
estagiobancopan.com.br,banco pan
nubank.original.banco,nubank
americanasdeliveryabc,americanas
*.appgenialinvestmentos-com-br.top,banco genial
onlypay.io,desconhecido
52612070831,desconhecido
bradescoseguranca.online,bradesco
https://www.tiktok.com/@ifoodifood87/?,ifood
56692722745,desconhecido
http://cdn.muabannhanhxemay.com/,desconhecido
simule_emprestimos_aqui,desconhecido
virtualamericanas.com,americanas
c6bankjania,c6 bank
www.agentebrb.com,brb
lendicoemprestimoonline,desconhecido
http://mail.castle-lion.com/,desconhecido
https://www.instagram.com/time_neon_sac_virtual/,neon
https://instagram.com/safrapay.pgtu,safra
*.fundacaobradesco.com,bradesco
dermaclub_iran,dermaclub
*.dispositivobradesco.info,bradesco
msconsig.com.br,desconhecido
https://ofertaideal.com.br/cupons/cupom-de-desconto/ifood,ifood
c6.top,c6 bank
bradescofaturas.com,bradesco
mckane.skinceuticals,skinceuticals
https://instagram.com/correspondente_c6_bank,c6 bank
https://www.instagram.com/c6banksuporte7556/,c6 bank
patricia_santos_gerente,desconhecido
americanasa.com.br,americanas
https://suportdigitalvolk.com/,banco volkswagen
www.soplanosdesaudebh.bradescosaude.blog.br,bradesco
lojamericanasvarejo.online,americanas
_eduardaalvesfgts,desconhecido
lojaislaoficial,desconhecido
*.daamericanas.com,americanas
http://git.www.git.blog.agilebiodetect.pages.digitalmotion.tech/,desconhecido
genial__investi__,banco genial
https://segundavia2.webnode.pt/,desconhecido
americanasiciliana.com,americanas
c6fernanda,c6 bank
http://cpcontacts.naft.tech/,desconhecido
http://cpanel.andreadl.netsons.org/,desconhecido
jmvemprestimos.com,desconhecido
acessocontasimples.zelledespachante.com.br,conta simples
seminovosmovida_,movida
*.livelo-bonus.me,livelo
https://alanyaeskort.xyz/host-https-blog-empresas.ifood.com.br/,ifood
https://www.instagram.com/c6bank_._ajuda/,c6 bank
*.ofertasespeciais-americanas.com,americanas
https://3c21b96bb89e.ngrok.io/safra/Banco%20Safra/,safra
